id,Title,Country-City,url,Phone,Email,Website,Instagram,Linkedin,WhatsApp,Facebook,YouTube,Telegram,Vkontakte,Twitter,Viber
193,PENOPLEX,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd3b5343dc6ee5749a17622681299d729,+7 727 390 08 12,kz@penoplex.ru,www.penoplex.ru,,,,,,,,,
194,PERFOGRAD,Russia - Voronezh,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfec2b8dad7de824b8875651162133468,+7-960-135-78-91,,,,,,,,,,,
195,PERILAGLAVSNAB,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xaf06f04470c34541a76923b49ee4cbf0,+77273102628,office@perilaglavsnab.ru,perilaglavsnab.kz,perilaglavsnab_kz,,,,,,,,
196,PJATY ELEMENT,Russia - Kaliningrad,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf565f92fbde0594699d66e724307e09f,8-800-700-39-05,info@5element.biz,5element.biz,,,,,,,VK: https://vk.com/5elementbiz,,
197,PLANRADAR,United Arab Emirates - Dubai,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6ec67d9a8cd829499169b5bc68f99b0a,+43 720 517 135,info@planradar.com,www.planradar.com,https://instagram.com/planradar?igshid=MzRlODBiNWFlZA==,https://www.linkedin.com/company/planradar/mycompany/,,,https://youtube.com/@PlanRadar,,,,
198,POLIMERMETALL-T,Kazakhstan - Konaev,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8161cef8ebd4913f11ee3730fac3d027,+7 72772 4 52 62,"marketing_pmt@mail.ru, info@pm-t.kz, sales_pmt@mail.ru",www.pm-t.kz,,,,,,,,,
199,POLYGAL VOSTOK,Russia - Kurovskoye,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x858fb32a112c7343a5fb8e6475c001bb,+7 4964 11 90 00,vostok@polygalvostok.com,www.polygalvostok.ru,https://www.instagram.com/polygal.vostok/,,+79165881263,https://www.facebook.com/Polygal.vostok,https://www.youtube.com/@user-vj2zp9yb5m,https://t.me/polyagalvostok,VK: https://vk.com/polygalvostok,,
200,POYATOS,Spain - Granada,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x062de877e6e18b43a4891fcba43bd2c5,+34 958 466990,poyatos@poyatos.com,www.poyatos.com,,,,https://www.facebook.com/PoyatosBloqueras/,https://www.youtube.com/c/BloquerasPoyatos,,,,
201,PRENSOLAND S.A,Spain - Sant Marti de Centelles,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbb5005213e503947bb1182e3e108a35b,+34 938440125,contact@prensoland.com,www.prensoland.com,http://instagram.com/prensoland,https://www.linkedin.com/company/prensoland-s-a-/?viewAsMember=true,,https://www.facebook.com/PRENSOLAND/,https://www.youtube.com/user/PRENSOLAND/videos?view=0&shelf_id=4&sort=p,,,https://twitter.com/prensoland?lang=es,
202,PRINZING PFEIFFER GMBH,Germany - Limburg an der Lahn,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x0a33e8f88ceedf4689ccb393429b5b6b,+492736497611,info@prinzing-pfeiffer.com,www.prinzing-pfeiffer.com,,https://www.linkedin.com/company/prinzing-pfeiffer,,,https://www.youtube.com/channel/UC6Jkll1GASGosMEdObO5DBw,,,,
203,PROFHOLOD,"Russia - Moscow region, Schelkovo",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc12bc7e899d6f342a6d43d40f5e03e44,8-800-700-01-37,info@profholod.ru,profholod.ru,https://www.instagram.com/profholod_official/,https://www.linkedin.com/company/29355893/,+7-925-745-0137,https://www.facebook.com/profpanel,https://www.youtube.com/channel/UCz_A-CwqFm333I5iQ85VOoA,@profholodnews,,,+7-925-745-0137
204,PROFIGIPSBEL,Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa4a2c91f917b594f92e5804668cbac67,+375293777552,andrei@profigips.com,www.profigips.by,profigips_bel,,,,,,,,
205,PROFIL HOUSE ALMATY,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf41a5284b9f9bc48964daa773aa57853,+7 727 394 12 90,info-pha@mail.ru,,,,,,,,,,
206,PROFINE RUS,Russia - Moskow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9ac45bc975c61e46bba5d79bc4938a22,+7 495 232 9330,ad@profine-group.com,"profine-group.ru, kbe.ru, kommerling.ru",,,,,https://www.youtube.com/user/profineGroup,https://t.me/profineRUS,VK: https://vk.com/club33364703,,
207,PROGRESS GROUP,Germany - Frankfurt am Main,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x70319a0b2ce0f14fae45ff99f718144a,+393428328094,info@progress.group,www.progress.group,https://www.instagram.com/progress.group_,https://www.linkedin.com/company/progressgroup-info/,,https://www.facebook.com/progressgroup.info,https://www.youtube.com/channel/UCotDXAOSOWFCarNoD_f5ycA,,,,
208,PROMISHLENNIK,"Russia - Moscow region, Lyuberetsky district, village Kraskovo",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee2d013803626b,+7 928 202 44 24,zueva@prom23.ru,prom23.ru,@prom23.ru,,+7 928 202 44 24,https://www.facebook.com/llc.prom23.ru,https://www.youtube.com/@prom23ru,+7 928 202 44 24,,,+7 928 202 44 24
209,PROMKOMPLEKT-B,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b62271d05fc,+77712181018,sales.skb57@gmail.com,promkomplekt-b.kz,stroykomplektb,,+77712181018,STROYKOMPLEKT-B,,,,,
210,PROMSTAL LLC,Russia - poselok Medvedovo,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x1ada50f6d13d8e4a8066a83fdd6d0d79,+7-987-710-53-93,kova1289@mail.ru,kova-doors.ru,,,,,,,,,
211,PROMTORG LLC,"Russia - Gatchina, Leningrad Region",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfe75a88125b99642a5c75fbd801cb232,+7 812 3093538,info@ptpz.ru,ptpz.ru,,,,,,,,,
212,TECHMATIK,Poland - Radom,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x12757f18143c0e49849b2776fa7b9f19,+48483690886,sales@techmatik.com,techmatik.com,https://www.instagram.com/techmatik_poland/,https://pl.linkedin.com/company/techmatiksa,,https://www.facebook.com/TechmatikSA,https://www.youtube.com/@techmatikpoland,,,https://twitter.com/TechmatikSA,
213,QAZAQ WATERPROOFING COMPANY,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe918467821508048b88f8279c08ce36d,+7 727 310 84 71,kla@qwc.kz,qwc.kz,,,,,,,,,
214,QUANZHOU DIALEAD STONE TOOLS CO.,China - Quanzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2fdd97fa30a9f34fb3d1cdc3aee3a4f1,+86 13599774558,diors@china-stonemachines.com,www.china-stonemachines.com,,,,,,,,,
215,QUANZHOU ZHONGZHI NEW MATERAIL TECHNOLOGY CO.,China - Quanzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6130f908f669a2428ab42f142d81f004,008613808542263,catherineoy@zhongzhi.biz,www.zhongzhi.biz,,,,Catherine Ouyang,,,,,
216,RECHITSA METIZNY PLANT,"Belarus - Rechitsa, Gomel region",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee34df299d2521,"6-36-83, 6-52-35, 6-34-87",info@rmz.by,www.rmz.by,,,,,,,,,
217,REKERS GMBH,Germany - Spelle,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x879d8a9d2adf3549ab6879390106bb72,+49 5977 936-0,info@rekers.de,www.rekers.de,https://www.instagram.com/rekersgmbh/,https://www.linkedin.com/company/rekers,+4915120955549,https://www.facebook.com/profile.php?id=100063669293015,https://www.youtube.com/@RekersEDV,+4915120955549,,,+4915120955549
218,RESIMART,Spain - Chiva,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x28d99d77ce9030499b7a8c2470749150,+ 34 962 520 291,comercial@resimart.com,www.resimart.com,,https://es.linkedin.com/company/exclusivas-resimart-ib%C3%A9rica-s-l-,,https://www.facebook.com/p/Resimart-100069792683624/,https://www.youtube.com/@Resimart,,,,
219,ROBEN,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6358f58de1eb914a96102ae7f3c53569,+372 545 40 585,info@roben.asia,www.roben.asia,Roben.Asia,,+372 5454 0585,,,https://t.me/Roben_ASIA_bot,,,
220,RODER GROUP TURKEY,Turkey - Istanbul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7fba4a5895f69b4699708d676b619795,+90 216 340 89 10,satis@roder.com.tr,www.roder.com.tr,https://www.instagram.com/roder_group_turkiye/,https://www.linkedin.com/company/roderturkey,,,,,,,
221,RODNIKI-LITYE,"Russia - Ivanovo region, Shuisky district, Ostapovo village",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf9c6eaa158a83f4b82b832dfa996755f,+79644921492,vyahirev@inhaco.ru,inhaco.ru,,,,,,,,,
222,ROLLFORMING,Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x07015e2a37eaf745bba11905306e3900,+375173457645,,rollforming.by,,,,,,,,,
223,LLP STEKLO SERVICE,Kazakhstan - Uralsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfe3e7c16a46c474da5efdcdd08064882,+7058140374,gulnisaizimber@gmail.com,steklo-service.kz,,,,,,,,,
224,QUANZHOU CITY SANLIAN MACHINERY MANUFACTURE CO.,China - Quanzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa9eaf3ab48c8ce468bb12d195a217cfa,+86-595-86789998,Jerry@sl-machine.com,www.sl-machine.com,,,,,,,,,
225,S POLYTECH,Korea - Seoul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8aae77080510084f92e75162ab47f9c1,+8225726996,"hblee@spolytech.com, cykim@spolytech.com",www.spolytech.com,,,,,,,,,
226,SABO S.A.,Greece - Vassiliko,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xaccc2bc53564084d952986e9f2ebed1c,+302221051805,YGurovanov@sabo.gr,www.sabo.gr,,https://www.linkedin.com/company/sabo-sa,,https://www.facebook.com/SABO.Greece,https://www.youtube.com/user/SaboGr,,,,
227,SANSTONE,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa9824fcee1bc7240ac221ed0c86949b1,+7 777 485 4955,info@sanstone.pro,www.sanstone.pro,@sanston.kz,,+7 777 485 4955,SanStone KZ,,SanStone KZ,,,
228,SATEC,Russia - Ekaterinburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x206ed8fdbee4484b830bbbe0a43f91b0,+79920038556,info@satecmix.ru,www.satecmix.ru,,,,,https://www.youtube.com/@satecmix,,,,
229,SCHECHTL,Germany,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x15f40be7b936944abafe25d03de0b8a5,,,,,,,,,,,,
230,SCHNELL SPA,Italy - Colli al Metauro,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf227c1c405217c47b92bc60c7328b72a,+390721878711,marketing@schnell.it,www.schnell.it,https://www.instagram.com/schnell_spa/,https://www.linkedin.com/company/3149715,,https://www.facebook.com/Schnellspa/,https://www.youtube.com/user/SchnellSpa,,,https://twitter.com/SchnellSpa,
231,SEKIZLI CRANE & MACHINE,Turkey - Konya,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa57f0fc37ce0e94a8559eab280608532,+903324447595,export@sekizli.com.tr,www.sekizli.com.tr,,,,,,,,,
232,SEVEN KEYS COMPANY,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa6711a6f0e76a942986ea7e637d5609d,"8 727 220 6005, 8 705 773 10 30, 8 701 783 03 71, 8 707 681 76 20",info@7keys.kz,mykey.kz,mykey.kz,,8 701 783 03 71,,,,,,
233,SHANDONG LOTUSH INTERNATIONAL TRADING CO.,China - Jinan City,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa5f80c96a7857a478409d87cbd3d33e4,+86 15666012034,Flynn@sd-lotush.com,www.lotush.en.alibaba.com,,,,,,,,,
234,SHANDONG RONGSHENG STEEL PLATE  CO.,China - Shandong,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9ea3ae034acdd048bdf27abadbd5ff64,+86-13581169135,691592152@qq.com,www.rongshengsteel.com,,,,,,,,,
235,SHANDONG SINO WOOD CO.,China - Jinan,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe1b492d4cb07b747b4e9ab5ebf61da6b,+86 15564158130,renie@ugfloor.com,www.yongsenfloor.com,,,+86 15564158130,,,,,,
236,SHANGHAI SHUODE BUILDING MATERIALS CO.,China - Shanghai,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x19f97b11d6520d4bb730e01b1b060bbf,+8602138910099/+8615021391690,monica.zhu@shuode.cn,www.shuodeadhesive.com,https://www.instagram.com/shuodeadhesives/,,+8615021391690,https://www.facebook.com/shuodepufoam,,,,,
237,SHAOXING SMARTECH  MACHINERY MANUFACTURING CO.,China - Zhejiang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x105fdf80432eab4a951fd91a6e0a2fd9,86-575-81162787,smartech@chinasmartech.com,www.smtrollforming.com,,,,,,,,,
238,SHENGHONGRUI (TIANJIN) IMPORT AND EXPORT TRADING CO.,China - Tianjin,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x921f1fd06eac4e4e9d3a96d9bbf35f8d,86-22-58092377,sales4@zgrivet.com.cn,zhangang.en.alibaba.com,,,,,,,,,
239,SHTURM-KAZAKHSTAN,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe8f613032d25494b83989c82c78e8a89,+77086880110,ropkz02@sturmtools.kz,sturmtools.ru,,,,,https://www.youtube.com/channel/UCbAaWEOLmr69QvfAF32vaAg,https://t.me/sturmtoolslab,VK: https://vk.com/sturmtoolslab,,
240,"SIBIRSKAY ARMATURA, LTD",Russia - Omsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b62271d05fb,+7 904 827 16 88,sibarmatura@gmail.com,sibarmatura.com,,,,,,,,,
241,SIMEM,Italy - Minerbe (VR),https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x402aeecd967f4b42a9cd3cd2c944ab76,+39 0442 640014,info@simem.com,www.simem.com,https://www.instagram.com/simemworldwide/,https://www.linkedin.com/company/simem-s-p-a-/,,https://www.facebook.com/simemgroup/,,,,,
242,SINAX (YATAY KAPI PENCERE LTD.STI.),Turkey - Istanbul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x44eb479150d41942b5b11f67562e53f9,00902126717380,iozgur@sinax.com.tr,www.sinax.com.tr,sinaxsineklik,,,sinax sineklik sistemleri,sinax sineklik,,,,
243,SL SYSTEM,Russia - Novosibirsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe0a3620d9d29aa42a60397ae8df35ccd,"+ 7 (383) 209-14-88, +7 (383) 375-58-80",sale@smartfasad.com,lp.smartfasad.com,,,,,,,,,
244,SLGROUP,Russia - Novosibirsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5f230cdc5f621d48833314e8e48c0a05,89139574533,k.ignatov@slgrp.ru,slgrp.ru,,,,,,,,,
245,SLOVO I DELO KZ,Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8161cef8ebd4913f11ee3730fac3d036,+7 701 513 70 54,,,https://instagram.com/vitrazastana?igshid=YmMyMTA2M2Y=,,+77015137054,,,,,,
246,SMART CONSTRUCTION,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x76e9858328d86d4ca9559d279c243cba,+7 727 393 99 00,smartconstruction.kz@gmail.com,smartconstruction.kz,,,,,,,,,
247,SMART SECURITY SYSTEMS,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf11e38b792e35f40bc555ea2dc74d12b,+77026528014,m-novikov@smartsecurity.kz,www.smartsecurity.kz,,,,,,,,,
248,SOMMER PRECAST TECHNOLOGY,Germany - Altheim,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x577a20a480196d4998eedfa78b7d8b3f,+49 8703 98910,info@sommer-precast.de,www.sommer-precast.de,,https://www.linkedin.com/company/sommer-precast-technology?trk=ppro_cprof,,,,,,,
249,SPARTEN,"India - Morbi, Gujarat",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x390b319b2597e7439c1d623872b90c5f,+91 9106637217,export@spartengranito.com,www.spartengranito.com,spartengranito,,+91 9106637217,Sparten Granito,,,,,+91 9106637217
250,SPEKTR,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b768a2d0fe6,,,,,,,,,,,,
251,SR-SCHINDLER MASCHINEN-ANLAGENTECHNIK GMBH,Germany - Regensburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbce2b615a9e69d41927185a01854dc7e,+49 941 69682 0,info@sr-schindler.com,www.sr-schindler.com,,https://www.linkedin.com/company/sr-schindler,,,https://www.youtube.com/channel/UC81cI_Ke1fkg4KHLTQIOjlg,,,,
252,STABILA,Germany,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b70f3b3b389,,,,,,,,,,,,
253,STARK ALPHA,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x685f127ca20182489960284dde923414,+7 727 9715463,zakup@starka.nl,,,,,,,,,,
254,STARK CHEMIE,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc26ef69c37b70c4785a87fc8f44e58b6,+7 707 502 22 25,g.bayramov@starkchemie.com,www.starkchemie.com,,,,,,,,,
255,STEKLOPLAST,Russia - Volzhsky,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b222e56a8d3,8 (800) 222-72-54,info@stekloplast34.ru,stekloplast34.ru,,,,,,,,,
256,STROIKA.KZ,,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7505946eac61d0498b7ff3fca12c30e4,,,,,,,,,,,,
257,STROY INFO,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x96c49e2fa94ab040a09ad76ee80539cb,,,,,,,,,,,,
258,STROYNET,Russia - Lipetsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee2f4fdc96673d,+7-474-255-31-75,info@waterinpanel.com,teplopanel.com,,,,,,,,,
259,STROYSERVICE,Russia - Alexandrov,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdeed717294203345b086e6ed23f19fd5,+7-903-718-88-25,sale@svk-plast.ru,svk-plast.ru,,,+7-903-718-88-25,,,,,,
260,SULI HARDWARE TECHNOLOGY,China - Jiangsu,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xee9f8dfb585947468357b8f3fe1764b2,+86-13094677773,nina@kocmoc.cn,www.kocmoc.cn,,,+8613094677773,,,,,,
261,SUNLONG,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8161cef8ebd4913f11ee3730fac3d029,+7 727 243 53 46,sunlong@bk.ru,www.sunlong.kz,,,,,,,,,
262,SVETLYI GOROD LLC,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162972d8511bb3911ee4b040720a241,"+7-495-649-66-89, +7-499-113-46-37, +7-499-703-44-24,  доб.100","info@sw-g.ru, swg-shop@swgshop.ru",swgshop.ru,,,,,,,,,
263,SLOPLAST,Russia - St.Petersburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b62271d05f8,+7-812- 458-59-47,info@sloplast.ru,sloplast.ru,,,,,,,,,
264,JIANGSU TEEYER INTELLIGENT EQUIPMENT CORP.,China - Changzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x283f251d69f0ac468fed262d53390b69,+86-519-85967377,sales@teeyer.com,teeyer-global.com,,,,,,,,,
265,TAGIL STEEL,Russia - Nizhny Tagil,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x3b001b991140554e81f7feeb8fb3c80d,+7 343 549 57 00,trade@tagil-steel.ru,www.tagil-steel.ru,,,,,,,VK: https://vk.com/tagil_steel,,
266,TALLERES FELIPE VERDES S.A.,Spain - Vilanova del Cami,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b60ad69bfb9,+34-938-06-06-06,,verdes.com,,,,,,,,,
267,TANGENS,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe406846ac98e2349a76823add59cd080,7-727-387-99-63,tangens_ltd@mail.ru,,,,,,,,,,
268,TANGSHAN JUNQIAO HARDWARE TOOLS MANUFACTURE CO.,China - Tangshan,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdbfc0692a913a946ae1ab160a4dba355,86-315-4118791,tsjqwj@163.com,tsjqwj.en.alibaba.com,,,,,,,,,
269,TEHNOSVAR,"Russia - Pskov reg., Pskov distr., Neelovo-1 village",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4e2e438986c97a4e93625fa629d0f44b,+79113900178,market1@tehnosvar.ru,tehnosvar.ru,,,,,https://www.youtube.com/channel/UCB3pwSnEV7_smZ0V7lavwJg,,,,
270,TEKA MASCHINENBAU GMBH,Germany - Edenkoben,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe6d18fc117f68f4aaf55684a41fdad9d,+49 6323 809-0,info@teka-maschinenbau.de,www.teka.de,,,,,,,,,
271,TEST INSTRUMENTS,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x80d7ff1de0fd9f4a918c6dfd60ced3ba,+77273799955,info@ti.kz,"www.pribor.kz, www.ti.kz",https://www.instagram.com/pribor.kz/,https://www.linkedin.com/company/test-instruments-ltd/,,https://www.facebook.com/test.instruments.kz/,https://www.youtube.com/channel/UCzN9gLx5Lb7pd9gQh6_6iKw/,,VK: https://vk.com/priborkz,,
272,TESTING,Germany - Berlin,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6146cb8802d2f543894af86434429e6d,+493071096450,info@testing.de,www.testing.de,,https://www.linkedin.com/company/testing-bluhm-feuerherdt-gmbh,,,https://www.youtube.com/c/TESTINGBluhmFeuerherdtGmbH,,,,
273,TETRAKOMPOZIT,Russia - Volgograd,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b222e56a8d4,+7-902-362-93-37,canall@mail.ru,"Планетныйэколог.рф, Planetaryecologist. com",,,,,,,,,
274,TILEKRAFT,Russia - Krasnodar,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa6d16b63fa81884288979dc6b2ebb65d,+78002221578,fadeev.k@tilekraft.ru,tile-kraft.com,Instagram https://instagram.com/tile_kraft?igshid=Zjc2ZTc4Nzk=,,,,https://www.youtube.com/@tilekraftllc/featured,,VK: https://vk.com/tilekraftvk,,
275,TIMBERSTONE,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x815fd72d4048f5ef11ee213cab6832f5,+7-727-326-99-26,store@timberstone.kz,timberstone.kz,timberstone_parket_kz,,+7-771-750-99-26,Timberstone KZ,https://www.youtube.com/channel/UCMnM80FocOxzvWEVW6yGJtA,,,,
276,TOP-WERK GMBH,Germany - Burbach- Wahlbach,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x65b25c3bfe4a5f4b9cf74ec635439950,+49 2736 4976 0,info@topwerk.com,www.topwerk.com,,https://www.linkedin.com/company/topwerk-group,,,https://www.youtube.com/channel/UCTbIMcPz4uXOid6jMUNinCQ/videos,,,,
277,TRI,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5db44ab8448c6c40bdc7965085424f80,+7 495 211-33-31,info@tricompany.ru,tricompany.ru,@tri_company_official,,,,https://www.youtube.com/@TRI_official_channel,https://t.me/tricompanyru,VK: https://vk.com/tricompany,,
278,TRIADOORS,Russia - Alexandrov,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc2fc0241d95f2e42b9ec93c4f5559bdb,+7 (495) 431 99 77,opttriadoors@gmail.com,triadoors.ru,,,,,,,,,
279,TSSP KAZAKHSTAN,Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x46ce8fd83adbbd4181101a1afd20d2d3,+7 (7172) 55 44 00,office@tssp.kz,tssp.kz,https://www.instagram.com/tssp.kz/,,https://wa.me/77019628410,,https://www.youtube.com/@tssp_kz,,,,
280,URALHIMSORB,Russia - Perm,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6ecb7fda597fbf43bace90417085fd63,"+7 342 207 69 67, +7912 88 777 90",uralhimsorb@uralhimsorb.ru,Uralhimsorb.ru,,,,,,,,,
281,URALVENT,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b768a2d0fe5,,,,,,,,,,,,
282,UZENS,"Russia - Republic of Bashkortostan, Ufa",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb6431ec1da870d46af40b4b8055088d6,+7 (967) 555-04-46,info@stairs-light.ru,www.uzens.ru,,,,,,,,,
283,220 VOLT,Russia - Neftekamsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xeeec790346889d46bb3d6799c38fee0e,+7 (34783) 700-18,info@220ufa.com,www.220prof.ru,https://instagram.com/220ufa.ru?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,,,,,https://t.me/www220ufaru,VK: https://vk.com/volt220ufa,,
284,VAW,Russia - Волжский,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x1201addbe1d92a428ae8ab2232dcede8,8 (8443) 52-53-30,instrument@vabz.ru,www.vabz.ru,,,,,,t.me/tvc_vabz,,,
285,VEGA,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b768a2d0fe3,,,,,,,,,,,,
286,VEGA YAPISAL URUNLER SAN VE TIC AS,Turkey - Istanbul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xeac7722fb8544b4e91174bcdbb39f215,+90 212 289 00 11,zabit@idealkabin.com.tr,www.idealkabin.com.tr,,,+90 530 393 7374,,,,,,
287,VIFESA,Spain - Talavera De La Reina,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe338bc344f98774a8d59f461e1f6d3f5,"925802378, 925803570","lmvifesa@vifesa.es,  edfvifesa@vifesa.es",www.vifesa.com,https://www.instagram.com/fabricadosindustriales_vifesa/?hl=es,https://es.linkedin.com/company/fabricados-industriales-vifesa,+34 617402475,https://www.facebook.com/fabricadosindustrialesvifesa/,https://www.youtube.com/@VifesaSL,+34 617402475,,,+34 617402475
288,VIP-MAF,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5e1ef6266bba0b449fcd2e516626bdad,+7 705 999 9868,vip-maf@mail.ru,www.vip-maf.kz,https://instagram.com/vipmaf_kz?igshid=YmMyMTA2M2Y=,-,+77059999868,https://www.facebook.com/vipmafKZ?mibextid=ZbWKwL,-,+77059999868,VK: -,-,-
289,VISITOR SERVICE OFFICE,,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3cb3a1b4833c,,,,,,,,,,,,
