id,Title,Country-City,url,Phone,Email,Website,Instagram,Facebook,YouTube,WhatsApp,Telegram,Linkedin,Vkontakte,Twitter,Viber
177,METSO,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435ac,+7 800 004 44 04,info.kz@mogroup.com,www.metso.com,,https://www.facebook.com/MetsoOfficial/,https://www.youtube.com/@MetsoOfficial,,,https://www.linkedin.com/company/metsoofficial/,,https://twitter.com/MetsoOfficial,
178,MILEQUIP CORPORATION,Китай - SHENYANG,https://reg.iteca.kz/list/detailsfull.aspx?link=0x605f0d580878c94cb3a413b5567c6b49,+86-24-23944005,qinzeyu@milequip.com.cn,www.milequip.com.cn,,,,,,linkedin.com/in/eric-q-201230150,,,
179,MINING & DRILLING SERVICES,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab400,"391-11-91, 391-16-15, +7 701 782 99 29",info@mdservices.kz; ipriyezzheva@mdservices.kz,www.mdservices.kz,mdservices.kz,Mining & Drilling Services,,87017829929,,,,,
180,MININGWORLD RUSSIA,Россия - Москва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee3667878609bb,+7 495 1363954,Elena.Bashinskaya@ite.group,www.miningworld.ru,,,,,,,ВКонтакте: https://vk.com/mining_expo,,
181,MKS GMBH,Германия - Juelich,https://reg.iteca.kz/list/detailsfull.aspx?link=0xc510eabb3a8a0444ba9d13d2938b3ed4,+492461935820,a.krekker@mks-anlasser.de,www.mks-anlasser.de,mks_central_asia,,,,,https://www.linkedin.com/in/dipl-ing-alexander-krekker-08492484,,,
182,МАД МАСТЕР ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4ec006bc01f5,+7 777 364 70 84,adilova@mudmaster.ru,,,,,+77773647084,,,,,
183,МАЗ ЦЕНТР КАЗАХСТАН ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee3beef1509699,"3131005, 3767666",office@maz-avto.kz,www.maz-avto.kz,,,,,,,,,
184,МАЙКРОМАЙН ЦЕНТРАЛЬНАЯ АЗИЯ ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0xac1651076630e44aafc9a3127621fe2e,+7 727 349 39 94,mmkz@micromine.com,www.micromine.com,https://www.instagram.com/micromine_centralasia/,https://www.facebook.com/microminecentralasia/,,,https://t.me/micromine_centralasia,https://www.linkedin.com/company/96048608/,,,
185,"МАКСАМ КАЗАХСТАН, ТОО",Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee2f8076a7070d,+7 7212 320 457,samenova@maxamcorp.com,www.maxamcorp.com,,,,,,,,,
186,МАРС РОКБУЛ,"Турция - Ankara, YENIMAHALLE",https://reg.iteca.kz/list/detailsfull.aspx?link=0x2830402555b7b248bf8a9343e0fbe11a,+90 543 898 1718,alma@marsrockdrill.com,www.marsrockdrill.com,,https://www.facebook.com/MarsRockDrill,https://www.youtube.com/@marsrockdrill889,+90 543 898 1718,,https://www.linkedin.com/company/mars-rock-drill/,,,
187,МАРТИН ИНЖИНИРИНГ ООО,Россия - Москва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435ab,+7 495 181 33 43,info@martin-eng.com,www.martin-eng.ru,https://www.instagram.com/martinengineering/,https://www.facebook.com/MartinEngineering/,https://www.youtube.com/c/martinengineering,,,https://www.linkedin.com/company/martin-engineering,,https://twitter.com/MARTINupdates?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,
188,МАТЕС S.P.A.,Италия - Масса,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc027b4a57cdc,+39 0585 8365,victor@matecitalia.com,www.matecindustries.com,matec_industries,Matec Industries,Matec Industries S.p.A.,+39 329 261 1680,,,,,
189,МАШХИМПРОМ ООО,Беларусь - Солигорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30274bf17caf,+375 44 573 56 40,info@mhp.by,www.mhp.by,https://www.instagram.com/mhp.by/?igshid=YmMyMTA2M2Y%3D,,,+375 44 573 5640,https://t.me/mashkhimprom,,,,+375 44 573 5640
190,МЕКА,Турция - АНКАРА,https://reg.iteca.kz/list/detailsfull.aspx?link=0xdb1a1c34fdd2c6499a333490baaa0b0e,+90 312 397 91 33,sales@mekaglobal.com,www.mekaglobal.com,,,,,,,,,
191,МЕЛИТЭК КАЗАХСТАН,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae5a,7 7232 41 34 18,infokz@melytec.ru,www.melytec.ru,,https://www.facebook.com/melytec/,https://www.youtube.com/channel/UCfg8A9F6mvjLciCZ8aEM5pQ,,,,ВКонтакте: https://vk.com/melytec,,
192,МЕТАЛЛУРГ,Россия - Магнитогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee351c63617156,+7 3519 58 07 58,info@metallur.ru,,,,https://www.youtube.com/channel/UCWQWeYvBDUNMHUuaNHIYFzw,,https://t.me/aometallurg,,ВКонтакте: https://vk.com/aometallurg,,
193,МЕТЭКС КОМПАНИЯ ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162972d8511bb3911ee52c18e999402,+7 727 248 13 33,info@metex.kz,www.metex.kz,,,,,,,,,
194,МИНЕРАЛ ИННОВЭЙТИВ ТЕКНОЛОДЖИЗ ГРУП,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x88a7c1401fa9364bb0d54c01e8f8d5c6,+7 705 510 28 99,mark@m-i-t.co.za,www.mit-group.kz,,,,,,https://www.linkedin.com/company/mineral-innovative-technologies/,,,
195,МКА ИНЖИНИРИНГ,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae5d,+7 727 379 33 83,mka@mka.kz,www.mka.kz,,,,,,,,,
196,"МОНТРАНС, ООО",Россия - Москва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0259,8 (800) 200-91-10; +7 985 760-44-04; +7 929 969-86-29,sale7@montrans.ru; zhuravlev@montrans.com,www.montrans.com,,,,,,,,,
197,МОРТЕЛЕК,Франция - Лилль,https://reg.iteca.kz/list/detailsfull.aspx?link=0x52fdc2ffb7421a49b9a7438325624f9d,+33(0)320966666,contact@mortelecque.com,www.mortelecque.com,,,,,,https://www.linkedin.com/company/mortelecque/mycompany/,,,
198,МСТ ООО,Россия - Кемерово,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435ad,+7 3842 777 457,info@mst.ru.com,,https://www.instagram.com/mst.global,,,,,,ВКонтакте: https://vk.com/globalmst,,
199,"NINGBO COZY RUBBER CO.,LTD.",Китай - NINGBO,https://reg.iteca.kz/list/detailsfull.aspx?link=0x870012ab8ee2514c849bf94a92e87f68,0086 15558208577,clark@cozyflex-tech.com,www.cozyflex-tech.com,,,,0086 15558208577,,,,,
200,NORD MINERALS,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1630e4f87edd,+7 721 294 03 77,info@ndminerals.com,www.ndminerals.com,,,https://youtube.com/@NordMinerals,,,https://www.linkedin.com/company/%D1%82%D0%B5%D1%81%D1%822/,,,
201,NORMET,Финляндия - Iisalmi,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435af,+358 (0)17 83 241,,www.normet.com,@normetgroup,,@normetoy7192,,,,,,
202,"НАЦИОНАЛЬНАЯ ГЕОЛОГИЧЕСКАЯ СЛУЖБА, АО",Казахстан,https://reg.iteca.kz/list/detailsfull.aspx?link=0x17daf279238a674cb36301671582491e,,,,,,,,,,,,
203,НЕМЕЦКИЙ ПАВИЛЬОН,Германия - Bonn,https://reg.iteca.kz/list/detailsfull.aspx?link=0x7ce408887244fd49954c6a1d68e01fdb,+49 228 996150,poststelle@bmwk.bund.de,www.bmwk.de,https://www.instagram.com/bmwk_bund/,https://www.facebook.com/BMWK,,,,https://de.linkedin.com/company/bmwk,,,
204,НИПИГОРМАШ,Россия - Екатеринбург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435ae,+7 343 295 85 07,main@npgm.ru,www.npgm.ru,,,,,,,ВКонтакте: https://vk.com/npgm_ru,,
205,"НОНИУС ИНЖИНИРИНГ, ООО",Россия - Санкт-Петербург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1fa2327bcf7c,+7 812 313 65 98,sales@noniusgroup.ru,www.noniusgroup.ru,,,@NoniusEngineeringCo,,,,,,
206,"НПО ЦЕНТР, ОАО",Беларусь - Минск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30274bf17cac,+375 17 2590404,center45@npo-center.com,www.npo-center.com,npo_center,,,,,,,,
207,OLKO-MASCHINENTECHNIK,Германия - Olfen,https://reg.iteca.kz/list/detailsfull.aspx?link=0x22b2243a09de7a4abdfaa1fe632034a1,+492595385990,info-olko@ts-gruppe.com,www.ts-olko.com,,,,,,https://www.linkedin.com/company/olko-maschinentechnik-gmbh,,,
208,OLOFSFORS,Швеция,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee462413733cfe,,,,,,,,,,,,
209,OME GROUP ТОО,Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab401,87212397067,info@omegroup.kz,www.omegroup.kz,,,,87084397067,,,,,
210,OPTIMUS KZ ТОО,Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab402,+7 7212 504550,office1optimus-kz.kz,www.optimus-kz.kz,https://www.instagram.com/p/BePNDEfhh7I/?taken-by=optimus.kz,,,,,,,,
211,ORIENTAL CО. LTD,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab403,"+7 727 279 12 69, 279 12 70",oriental1993@mail.ru,,,,,,,,,,
212,OST ENGINEERING,Казахстан,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162972d8511bb3911ee511bf301c756,,,,,,,,,,,,
213,OTR ENGINEERED SOLUTIONS,"Китай - Wuxi, Jiangsu province",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee327b56b4a8da,+8615951581737,Richard.Wang@otrwheel.com,www.otrwheel.com,,,,,,,,,
214,POLYCORP,Канада - Elora,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee35026933dc9c,+1 519 846 2075,asmagulov@poly-corp.com,www.polycorp.com,,,,,,,,,
215,PROETI,Испания - MADRID,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee37fdecc17f74,+34 91 6282940,gerardo@proetisa.com,www.proetisa.com,,,,,,,,,
216,ПАССАТСТАЛЬ ООО,"Беларусь - Минская обл., Солигорский р-н",https://reg.iteca.kz/list/detailsfull.aspx?link=0xabdc539069e70143888838dcb3858cc2,+375174329602,stal@passat-group.by,www.passatstal.by,,,https://www.youtube.com/channel/UCqZjPzCU64ExvlVo4DpXgZw,,,https://www.linkedin.com/company/%D0%BF%D0%B0%D1%81%D1%81%D0%B0%D1%82%D1%81%D1%82%D0%B0%D0%BB%D1%8C/,,,
217,ПВП СНК  ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae5e,+7 707 560 54 50,info@pvp-snk.kz,www.pvp-snk.kz,ooo_pvp_snk,,,+77075605450,,,,,
218,ПЕРВАЯ МЕТИЗНАЯ КОМПАНИЯ ТОО,Казахстан - Павлодар,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae5f,+7 7182 90 68 45,office@1pmk.kz,www.1pmk.kz,pmk_kz2020,,,"+7 701 529 30 57,   +7 700 312 27 00",,,,,
219,ПЕТРОПАМП КЗ,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0xdcedc4ae1327ea4db0af54b163dff6c8,,office@petropump.kz,www.petropump.kz,,,,,,,,,
220,ПИКАР,Россия - Москва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435b1,+7 495 220 12 82,picar@picar-motors.ru,www.picar-motors.ru,,,,,,,,,
221,"ПК ГАРО, ООО",Россия - Кемерово,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30fab05f5c7c,+7 3842 692459 ; +7 3842 692286,garobk@bk.ru,www.garopk.ru,,,,,,,,,
222,ПК ПРОМКАНАТ ООО,Украина - Кривой Рог,https://reg.iteca.kz/list/detailsfull.aspx?link=0x462e7cee47f8fd4c9969c08c6c07f7da,+380564041280,info@promkanat.com,www.promkanat.com,,,,,,,,,
223,ПОСОЛЬСТВО ВЕЛИКОБРИТАНИИ В РЕСПУБЛИКЕ КАЗАХСТАН,Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0xde0e6d3bd6bb984197549cb421f8803d,+7 705 117 80 73,Assel.Zhanbulatova@fcdo.gov.uk Zarina.Abzhapparova@fcdo.gov.uk,,https://www.instagram.com/ukinkz/,,,,,,,,
224,ПРОГРЕССКАЗИНЖИНИРИНГ ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435b2,+7 727 255 88 44,office@pke.kz,www.pke.kz,www.instagram.com/pke.kz/,,,,,,,,
225,ПРОМГЕОПЛАСТ,Россия - Новосибирск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4e9e870a666d,+7 995 101 02 80,info@promgeoplast.ru,www.promgeoplast.ru,,,,+79951010280,,,,,
226,"ПРОМПРИВОД, ТОО",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae64,+7 727 350 58 68,info@promprivod.kz,www.promprivod.org,@promprivod_org,promprivod.kz,,+7 771 350 58 68,https://t.me/promprivod,https://www.linkedin.com/company/promprivodllc/mycompany/?viewAsMember=true,,,
227,"ПРОМРАДИАТОР-НК, ООО",Россия - Новокузнецк,https://reg.iteca.kz/list/detailsfull.aspx?link=0x92cab4801e0dec439a4e3da160e9eb96,8-800-550-47-97,sales@hono-r.com,www.hono-r.com,https://instagram.com/serzhzuravlev?igshid=NTc4MTIwNjQ2YQ==,,https://youtube.com/@zhuravlevserzh3550,,,,ВКонтакте: https://vk.com/honor2008,,
228,"ПРОМЭЛЕКТРОМАШ, ООО","Россия - Свердловская область, г. Екатеринбург",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0251,"+7 922 203 45 46, +7 922 159 48 88",RRElectro@yandex.ru,www.zavodelectro.ru,,,,,,,,,
229,ПТМ АО,Россия - Таганрог,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae66,+7 8634 329 410,office@ptmash.com,www.ptmash.com,,,,,,,ВКонтакте: https://vk.com/ptm.machinery,,
230,"ТОО ""ПРОМТЕХ ПЕРСПЕКТИВА""",Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162972d8511bb3911ee4d8a173c7584,8 7212 922 191,promtech@perspektiva.kz,,,,,,,,,,
231,RBC ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4f69f3a453ff,+7 701 977 81 00; +7 705 508 48 77,,,,,,,,,,,
232,ROBERTSON GEO,Великобритания - Деганви,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee35026933dc9d,+44 1492 582323,info@robertson-geo.com,www.robertson-geo.com,,,,,,https://www.linkedin.com/company/robertson-geologging/,,,
233,"ROGIL CO.,LTD",Южная Корея - ULSAN,https://reg.iteca.kz/list/detailsfull.aspx?link=0xe4b8e3caa4c3914699290985487e98ac,+821063565625,rolleng@rolleng.com,www.rolleng.com,,,,,,,,,
234,ЗОНА ПЕРЕГОВОРОВ РОССИЙСКОГО ЭКСПОРТНОГО ЦЕНТРА,Россия,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee4584a1e3bdcf,,,,,,,,,,,,
235,РАКЕТА ЛУБРИКАНТС,Россия - Екатеринбург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae67,8 343 318 26 23,info@rocket-oil.ru,www.rocket-oil.ru,rocket_lubricants,,,,,,,,
236,РЕМТЕХКОМПЛЕКТ ТОО,Казахстан - Актобе,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae68,+7 7132 41 12 37,aktobe@rtkco.ru,www.rtkco.kz,,,https://www.youtube.com/@ao_rtk,,,,ВКонтакте: https://vk.com/remtehkomplekt,,
237,РЕШКЕ РУС ООО,Россия - Иваново,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435b4,"+7 4932 939 969, +7 778 625 53 26",info@reschke.ru,www.reschke.ru,,,https://www.youtube.com/channel/UCCfwOTu1tT3G4h6PALkn9bg,,,,,,
238,РИВ-ГК,Россия - Солнечногорсий район,https://reg.iteca.kz/list/detailsfull.aspx?link=0x84128abeac84a54f850f5abf7de42460,+7 495 743 99 31,info@gidrosila.ru,www.gidrosila.ru,gidrosila.ru,,https://www.youtube.com/@user-hp9rz7eb3w,,,,ВКонтакте: https://vk.com/girosila,,
239,РИКАЗ,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d3a7,"+7 727 391 26 96, +7 727 391 26 97",info@rikaz.kz,www.leister.com.kz,https://www.instagram.com/rikaz_ltd/,https://www.facebook.com/rikazltd/,https://www.youtube.com/channel/UCNp6T8C6-DtgYw_2-xog9Fw?view_as=subscriber,,,,ВКонтакте: https://vk.com/public164651228,,
240,РОГР ЭЛЕКТРОНИКС ТОО,Казахстан - Кокшетау,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee20935545cf59,+7 777 038 9976,"info@rogrelectronics.com, mtk@rogrelectronics.com",www.rogrelectronics.com,,,,,,,,,
241,РОКСИА,Финляндия - Лаппеэнранта,https://reg.iteca.kz/list/detailsfull.aspx?link=0x40bff07b9a12924285b556d80f169f93,+358 201 113 311,sales-cis@roxia.com,www.roxia.com,,,,,,,,,
242,РОССИЙСКИЙ ЭКСПОРТНЫЙ ЦЕНТР АО,Россия - Москва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee4584a1e3bdce,+7 495 783 11 22,info@exportcenter.ru,www.exportcenter.ru/en; www.myexport.exportcenter.ru,,,,,,,,,
243,"РУБИУС ТЕХ, ООО",Россия - Томск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30fab05f5c79,+7 495 642-2772,info@rubius.com,www.rubius.com,,,,,,,,,
244,"РУСИНТЕХ СЕРВИС, ООО",Россия - Новосибирск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0255,+7 383 233 71 73,sale@rit-it.com,www.rit-it.com,,,https://www.youtube.com/channel/UCm-z4T_PfKAOTe-JlSZbaog,,,,,,
245,РЭЙСБОР ТОО,Казахстан - Хромтау,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435b5,+7 701 4050823,ekaterina.bolibok@raisebor.kz,,,,,,,,,,
246,CARBON ACTIVATED GMBH,Германия - Дортмунд,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2df9a2dd69b9914c91333a9f36856a70,+4915114801882,waldemar@activatedcarbon.com,www.carbonactivatedeurope.com,,,,,,,,,
247,CATTINI OLEOPNEUMATICA SRL,"Италия - Gattatico, Reggio Emilia",https://reg.iteca.kz/list/detailsfull.aspx?link=0x090f0e635b0d8c44ae94867d47f75df3,0522909750,info@cattini.eu,www.cattini.eu,https://instagram.com/cattini.international?igshid=MzRlODBiNWFlZA==,https://www.facebook.com/profile.php?id=100083332299664,https://youtube.com/@CattiniOleopneumaticaSrl,,,https://www.linkedin.com/company/cattinioleopneumaticasrl/,,,
248,CFT GMBH COMPACT FILTER TECHNIC,Германия - Марль,https://reg.iteca.kz/list/detailsfull.aspx?link=0xc0aa2a948a74dd4199daeb8a438e381f,+49 2365 87 26 - 0,mail@cft-gmbh.de,www.cft-gmbh.de,,www.facebook.com/CFTGmbH/,www.youtube.com/channel/UC2rZy3xTV2222wOcSPeVFWg,,,www.linkedin.com/company/cft-gmbh/,,,
249,CMS CEPCOR,Великобритания - Coalville,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee35026933dc96,+44 1530 817000,sales@cmscepcor.com,www.cmscepcor.com,,,,,,,,,
250,COMACCHIO S.P.A.,Италия - Riese Pio X,https://reg.iteca.kz/list/detailsfull.aspx?link=0x433653692a49e247b1d2f6dac20a3d0d,+39 04237585,sales@comacchio.com,www.comacchio.com,,https://www.facebook.com/comacchiodrilling,https://www.youtube.com/@ComacchioSpA,,,https://www.linkedin.com/company/10183933/admin/feed/posts/,,,
251,SADI  -  ALIMAK,Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee351c63617155,8 701 323 28 52,alimak_sergio@mail.ru,,,,,,,,,,
252,SAFEMENT ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab404,+7 771 780 06 16,info@safement.kz,www.safement.kz,,,,+77717800616,,,,,
253,SAM SOLUTIONS INC USA,Соединённые Штаты Америки - Highlands Ranch,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee346033f4d47f,+1 (720) 361-6420,kirill.prytkov@sam-mx.com,https://samsolutionsinc.com/,,,,+16466432766,,,,,
254,"SAMBOO ATC CO.,LTD",Южная Корея - ULSAN,https://reg.iteca.kz/list/detailsfull.aspx?link=0x82b18e8e8416384fb6be2c9a6818eeec,82-52-264-6468,sambooatc@tape4masking.com,www.tape4masking.com,,,,,,,,,
255,"SANDVIK MINING AND CONSTRUCTION KAZAKHSTAN LTD"" (САНДВИК МАЙНИНГ ЭНД КОНСТРАКШН КАЗАХСТАН ЛТД), ТОО",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435b6,+7 727 274 44 39,admin.kz@sandvik.com,www.home.sandvik,,https://www.facebook.com/sandvik?mibextid=ZbWKwL,https://www.youtube.com/user/SandvikMining1/videos,,,https://www.linkedin.com/showcase/sandvik-mining,,,
256,SATTILICK ТОО,Казахстан - Шахтинск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x5a87195dcdd40c46a9bd02868e154449,+7 771 083 59 39,office@sattilick.kz,www.sattilick.com.kz,,,,,,,,,
257,SCHADE ЛАГЕРТЕХНИК ГМБХ,Германия - Gelsenkirchen,https://reg.iteca.kz/list/detailsfull.aspx?link=0x7aeb872a26da484d8821ed53c6865355,+49-209-50 31 60,sales@schade-lagertechnik.de,www.schade-lagertechnik.com,,,https://www.youtube.com/channel/UCjhfo5qEiQyl_i15F6AHz2g,,,https://www.linkedin.com/company/aumund-group/,,,
258,SDM LIFTING ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab405,+7 727 352 8000,sale@sdmlifting.kz,www.sdmlifting.kz,,,,+77761029799,,https://www.linkedin.com/in/aibek-nurkhaliyev/,,,
259,SEEQUENT,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x927c5025e7cef54a8b2a40a94a7ab53c,+7 777 053 4834,dme.office@seequent.com,www.seequent.com,,,https://www.youtube.com/seequent,,https://t.me/seequent,https://www.linkedin.com/company/seequent/,ВКонтакте: https://vk.com/seequent,https://twitter.com/Seequentglobal,
260,"SENSORS ONE, TOO",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0xa644fd4b08c115478458f731b065a733,+7 727 327 17 27,info@sensors.kz,www.sensors.kz,https://www.instagram.com/sensors.kz/?igshid=YmMyMTA2M2Y%3D,,,+7 700 327 1727,,https://www.linkedin.com/company/too-sensors/,,,
261,SEVALO ENGINEERING MACHINERY KAZAKHSTAN ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4df4c3f6b3e9,+7 727 355 89 90,too.sevalo@mail.ru,www.sevalo.kz,sevalo.kz,,,,,,,,
262,"SHANDONG DERUI MINING MACHINERY CO.,LTD","Китай - Wei Fang, Shandong",https://reg.iteca.kz/list/detailsfull.aspx?link=0x7e276f1074963743948902d6169bf4f7,+8618654710025,nina@deruigroup.com,www.deruigroup.com,,,,+8618654710025,,,,,
263,"SHANGHAI BAIYUDA INDUSTRY CO., LTD",Китай - SHANGHAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0x72812addc61d494b890b47d5934228a6,+86-21-58627898,"anatoly@163.com, hb2005@126.com",,,,,,,,,,
264,"SHANGHAI JOYAL MACHINERY CO., LTD",Китай - SHANGHAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0x6a77812af7cd57469db5fff3b602f6cf,86-21-68763311,joyal@crusherinc.com,www.joyalcrusher.com,https://www.instagram.com/joyalcrushermila/,https://www.facebook.com/han.mila.96,,,,,,,
265,SHAREATE TOOLS LTD.,Китай - Suzhou,https://reg.iteca.kz/list/detailsfull.aspx?link=0x3295cace4cd6de46b6d7e34cf0f92f6e,(86)512 6285 0656,info@shareate.com,www.shareate.com,,,,,,https://www.linkedin.com/company/shareate/,,,
266,SHENYANG HUAYUE BRILLIANT МАШИННОЕ ОБОРУДОВАНИЕ ООО,Китай,https://reg.iteca.kz/list/detailsfull.aspx?link=0x3bfaab66a67e63418c089d6f43106a9a,,,,,,,,,,,,
267,"SHIJIAZHUANG AN PUMP MACHINERY CO., LTD","Китай - Город Шицзячжуан, Провинция Хэбэй",https://reg.iteca.kz/list/detailsfull.aspx?link=0xf8922a51b28cf1438b2d923df95b8c80,+86 15032857866,anpump5@angroupcn.com,www.angroupcn.com,,https://www.facebook.com/sjzanpump123,https://www.youtube.com/channel/UCyZG4uRZ0GsEtgFjn8HuauA,+86-15032857866,,https://www.linkedin.com/company/centrifugal-pump/,,,
268,"SHIJIAZHUANG MUYUAN INDUSTRY & TRADE CO., LTD",Китай - SHIJIAHUZANG,https://reg.iteca.kz/list/detailsfull.aspx?link=0xee607a38bb892f4faa16c13b4ea2651b,+86-19711916179,sales11@cnmuyuan.com,www.cnmuyuan.com,,,,+86-13011599943,,https://www.linkedin.com/company/hebei-muyuan-pump-industry-co.-ltd/,,,
269,SIEBTECHNIK GMBH,Германия - Мюльхайм,https://reg.iteca.kz/list/detailsfull.aspx?link=0x5166e263882868419eb4396b37a1c048,+49208580100,sales@siebtechnik.com,siebtechnik-tema.com,,,https://www.youtube.com/channel/UCvh06TblDNahiTmrjA5SDMw,,,https://www.linkedin.com/company/siebtechnik-gmbh,,,
