id,Title,Country-City,url,Phone,Email,Website,Instagram,Facebook,YouTube,Telegram,Vkontakte,Linkedin,Twitter,WhatsApp,Viber
185,MOSCOW CITY CLINICAL HOSPITAL AFTER V.M. BUYANOV,Russia - Москва,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe3d2b43bc9f033448b4796bef3d9ff8c,+74953224210,dms@gkb-buyanova.ru,www.gkb-buyanova.ru,,,,,VK: Vk.com/gkb_buyanova,,,,
186,"MOSCOW PROSTHETIC AND ORTHOPEDIC ENTERPRISE, JSC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x372f8a70d64be0479742d867aea414fa,+7 (499) 488-00-83,info@mprop.ru,www.mosprop.ru,,,,https://t.me/moscowprop,VK: https://vk.com/moscowprop,,,,
187,MY SUN,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc7bc92a032254c4d96f3c9dd6b058fdc,+7 (968) 807-79-11,centr-zvezda@yandex.ru,www.solncemoe-equipment.com,,,,,,,,+7 (968) 807-79-11,
188,"NAFTALAN BIO, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2bc1536d74db0e478f982b2e680d4b8c,7078665909,arman_alaev@mail.ru,,naftalanbio,,,naftalanbio,,,,87071571711,
189,"NANJING PERLOVE MEDICAL EUIPMENT CO.,LTD",China - Nanjing,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x00975f1ec737d34084094be908c5fa7c,86 137 7656 0825,perlove-010@perlove.com.cn,www.perlove.com.cn,,https://www.facebook.com/PerloveWorld,https://www.youtube.com/channel/UC0x1n0wP7dwL2n9OBNuVWcw,,,https://www.linkedin.com/company/nanjing-perlove-medical-equipment-co-ltd/?viewAsMember=true,,,
190,"NEUROCOR, LLC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd5c684eafe7dcd48a3f10e4dc4af0fba,+7 495 7403534,E-mail: info@neurocor.ru,www.neurocor.ru,,,,,,,,,
191,"NEWFARM, LLC",Russia - Kineshma,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x544b878c94904243992a119d6e082fe9,+7 49331-3-70-12,8-800-555-00-63,www.n-farm.ru,,,,,,,,,
192,"NIKA PHARM, LLC",Uzbekistan - Tashkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa5648a3dfae4c84a9ac90bff14d40a4e,+998781508704,info@nikapharm.uz,www.nikapharm.uz,,,,,,,,,
193,"NOVIRS MEDICAL, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe2f6f16868cd904d8bc712b156910f12,8 727 367 03 03,info@novirs.kz,www.novirs.lz,,,,,,,,,
194,"NUCMED, LLP",Kazakhstan - Semey,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbcc8f427cfa7094a9f72fb08b5e691ca,+7 708 380 74 30; +7 777 196 98 99,info@nucmed.kz; kanysh@nucmed.kz,www.nucmed.kz,,,,,,,,8 708 380 74 30,
195,"NUROTECH, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe5a31e5222f4e840a2fff6d6f8297d9b,"+7 727 341 0103, +7 771 266 8228",nurotech@mail.ru,www.nurotech.kz,@nurotech,,,,,,,+77712668228,
196,"OASIS GROUP DISTRIBUTION, LLP",Kazakhstan - Алматы,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x71f96bbc31bfda458de73e2cded4eb65,87007986775,anastassiya.parshina@oasis-sauda.kz,www.oasis-sauda.kz,https://www.instagram.com/oasisgroupkz/,https://www.facebook.com/oasisgroupkz/,https://www.youtube.com/channel/UCA2Dyi-1eqeCduGXgmOrc3w,https://t.me/oasisgroupkz,,,,https://wa.me/77007986775,
197,"OBSERVER, LLC",Russia - Kaliningrad,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfe250dfb486e334da9897a2769635c3a,+7 (4012) 31-07-15,contact@o-mp.ru,www.o-mp.ru,https://instagram.com/observerrussia,https://www.facebook.com/ObserverRussia,https://www.youtube.com/channel/UCeUckIi1VAZPksnDq83NKsQ,,VK: https://vk.com/observerrussia,,,,
198,"OPTIMA SOBIRJON, LLC",Uzbekistan - Samarkand,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa31f9cf39f3f3246a67805bbd7726840,+ 998 90 604 00 02,info@optimagloves.uz,www.optimagloves.uz,,,,,,,,,
199,"OPTIMUS MEDICA, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4b3f46ad6f94f54b9b6dfcd440085968,87004909990,,,,,,,,,,,
200,"ORDAMED, JSC",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x824a5b73b8e96c4f8fd3bdeea8d0f593,8 800 070 70 72,info@ordamed.kz,www.ordamed.kz,https://www.instagram.com/ordamed.kz/,https://www.facebook.com/ordamed.kz,https://www.youtube.com/c/Ordamedkazakhstan/featured,https://t.me/joinchat/AAAAAD78Uo9eT4vZ1FLsmw,VK: https://vk.com/ordamed,https://www.linkedin.com/company/1168294/admin/,https://twitter.com/ordamed,https://wa.me/77772707030,
201,"OST-FARM, LLP",Kazakhstan - Ust-Kamenogorsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x55858c19c810e640ac6750038c51a24d,+7 (7232) 766581,office@ostfarm.kz,www.ostfarm.kz,https://www.instagram.com/ostfarm_kz/,,,,,,,,
202,"OZAR PHARM, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbae0c3e7fdeaae47be65c8e54a5bb219,+77753072763,distr@barbados.kz,,,,,,,,,+77753072763,
203,"PARAPHARM, LLC",Russia - Penza,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5e753757b86c1747927f910551515007,+79022042474,inper1962@gmail.com,"www.secret-dolgolet.ru, www.parapharm-russia.ru",osteomed_parapharm,,@parapharm_penza,Парафарм. Все о здоровье,VK: Витамины и травы Парафарм,,,,
204,"PHARM CONSULT, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x42014d41ddb29b499a5845a93dfa0cca,+7 (727) 327-90-80,info@pharmc.kz,www.pharmc.kz,,,,,,https://www.linkedin.com/company/pharmconsultkz/,,https://api.whatsapp.com/send/?phone=77715584711&text&type=phone_number&app_absent=0,
205,"PHARMEVO (PVT.), LTD",Pakistan - Karachi,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6a320a4b7260a640af99d12382decf8c,"92-21 34315195-7, 34556330",mail@pharmevo.biz,www.pharmevo.biz,https://www.instagram.com/pharmevoprivatelimited/?hl=en,https://www.facebook.com/PharmEvo/,https://www.youtube.com/c/PharmEvoPrivateLimited,https://pk.linkedin.com/company/pharmevoofficial,VK: N/A,https://pk.linkedin.com/company/pharmevoofficial,https://twitter.com/pharmevo?lang=en,N/A,N/A
206,PHARMGRAND LTD,Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2ea075b889971e438f8d7a8ab87d8829,87172264636,farmgrand@mail.ru,www.armgrand.kz,farmgrand.kz,,,,,,,87084254636,
207,PIKDARE SPA,Italy - Casnate con bernate,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x38ae1708521ae14494abfb6b8cd74ae0,+39 031 7111,yerden.zhantuarov@pikdare.com,www.pikdare.com,,,,,,,,,
208,"POTOK INTER SCIENTIFIC-MANUFACTURING FIRM, LLC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbdaa0c549b9d9d41ab9b06bb6fe5b82a,,post@potok.com,www.potok.com/ru,,,,,,,,,
209,"PROF MED, CORPORATION",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8e1de97987abcd4aaf07088b4091e41e,+7 (727) 293-19-46,ceo@prof-med.kz,www.prof-med.kz,,https://www.facebook.com/profmedkz.profmed,,,,,,+7 777 214 7384,
210,"PROM-EA, LLP",Kazakhstan - Shymkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe375802404f6f1419eef871d33fe312c,+7 7252 61 04 38,promea.kz@gmail.com,www.promea.kz,,,,,,,,,
211,"PROSPON, SPOL. S R.O.",Czech Republic - Kladno,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4f1b72a7727f2247b706dabfce8f5b77,+ 420 725 909 805,ivana.cejkova@prospon.cz,www.prospon.cz,,,,,,,,,
212,PURUS PRO S.R.O.,Czech Republic - Valasske Mezirici,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xeb0e7fa54616f444b39a4833f7630f13,+420 730 178 855,info@puruspro.cz,www.puruspro.cz,,,,,,,,,
213,"Q-MED, LLC",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x72e519e9632cff48baa2ce83f4d63ab0,+7 707 0000911,info@qmed.company,www.qmed.company,qmed.company,qmed.company,,,,,,+7 771 506 99 30,
214,"QUALITY PHARM, LLC",Uzbekistan - Tashkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x37496024ce934940a77a639aaa7d01bf,+998 71 209 77 11,info@finflex.uz,www.finflex.uz,,,,,,,,,
215,"R OPTICS MEDICAL, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x817df2bafd3f31469852fa312cf961b3,8 (727) 232-15-29,info@r-optics.kz,www.r-optics.kz,,,,,,,,+77771236932,
216,"REGISTRARIUS, LLC",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x026595f545487b49bd40f4c2223c1926,+7 771 888 77 11,info@registrarius.org,www.registrarius.org,@registrarius,https://www.facebook.com/registrarius/,,,,https://www.linkedin.com/company/12584091/admin/,https://twitter.com/registrarius_,+7 771 888 77 11,
217,"REMI, LTD",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2e29ffb01891ab4fb3e12259ae884d5f,"+7(727)3976835, 3976731, 87772500387",remi.almaty@gmail.com,www.remi.kz,,,,,,,,+77772500387,
218,"RESVENT MEDICAL TECHNOLOGY CO., LTD",China - Shenzhen,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdb1748cde37c3847bc32159bd2988121,+8613692286043,carrie.huang@resvent.com,www.resvent.com,8613692286043,no,,+8613692286043,,,,+8613692286043,+8613692286043
219,RITM OKB ZAO,Russia - Taganrog,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x0c1199984170d146be960c64460ea195,"+7 (8634) 623179, +7(8634) 315698 ext 101","medsc@scenar.com.ru, ritm.okb@gmail.com","www.scenar.com.ru, www.scenar.com.ru/en/",https://instagram.com/scenar.world,,https://www.youtube.com/@ritmokbzao,,VK: https://vk.com/scenar.world,,,+7 919 870-00-68,
220,ROXALL MEDIZIN GMBH,Germany - Hamburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x284f4b8e6682ec47a69d3bdc77418907,+49 40 8972520,,,,,,,,,,,
221,"RUBIN GROUP, LLP",Kazakhstan - Shymkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd5ee2992a0bd734fa73d481f069a81dc,+7 705 4465315,stetsov.dn@mail.ru,www.medmarket.asia,,,,,,,,,
222,RUSTOMOGRAF,Russia - Ryazan,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb32c0ed78eb3d847a4bde494aaf45081,"+7 4912930003, +7 910 6432518",Sale@rustomograf.ru,www.rustomograf.ru,https://www.instagram.com/rustomograf/,https://www.facebook.com/rustomograf/,https://www.youtube.com/channel/UCPCCNMYvK7jx0jns4nB3JCw,,VK: https://vk.com/rustomograf,,,,
223,"MEDICAL STYLE, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4e7e832b4a62c74d8246d7c53f141363,+77475895596,j.m.r-89@mail.ru,,@medical_style.kz,,,,,,,+77475895596,
224,"SABILAND, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7c85fb42a5b2ea4da391bdaadc65f6ec,,,www.sabiland.kz,@sabiland_company,,,,,,,,
225,"SAIGAK-ORTO, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xaf571d755f4b15448779e243148ccbde,+7 747 681 2684,ivenhoid@gmail.com,www.saigak-orto.kz,https://www.instagram.com/saigakorto/,,,,,,,+7 747 681 2684,
226,"SALIK LTD, LLP",Kazakhstan - Uralsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa1d1610ac91df048a922eb26f5e04ce5,+77112966467,info@salikltd.kz,www.salikltd.kz,,,,@timetocare_kz,,,,+77715055575,
227,"SAMO, LLC","Uzbekistan - Tashkent region, Tashkent district",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x07fba94394296649910c4beb64214b35,+99893 546-33-06,anastasiya.ugp@yandex.ru,www.ugp.uz,,,,,,,,,
228,SANICO SRL.,Italy - Milano,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x78a11fe8e2272c4e82c8cecf4ec9d49a,+39 371 6497688,info@sanicare.it,www.sanicare.it,sanico_italia,Sanico,,,,,,+39 3716497688,+39 371 6497688
229,"SANTE MEDICAL SYSTEMS, JSC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x0fc97b01499c3c469e99dc6f5e1da8d2,+7 (499) 551 5575,info@sante.ru,www.sante.ru,,,,,,,,,
230,"SAPA MEDICAL, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x0ba0c6f1164be74e91ccbb1db81f75d8,+7 707 313 11 77,info@sapamedical.kz,www.sapamedical.kz,https://instagram.com/sapamedical?igshid=YmMyMTA2M2Y=,https://www.facebook.com/sapamedical?mibextid=LQQJ4d,,,,,,+7 707 313 11 77,
231,SCALEO MEDICAL,France - Montpellier,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe3da14b0d1ff974b9548b487b79c5922,+33664541487,cedric.etlicher@scaleomedical.com,www.scaleomedical.com,,https://www.facebook.com/scaleomedical,https://www.youtube.com/watch?v=3PZGTKypwAg,+33664541487,,https://www.linkedin.com/company/scaleo-medical,https://twitter.com/SCALEOmedical,+33664541487,
232,"SHANGHAI WANYU MEDICAL EQUIPMENT CO., LTD",China - Shanghai,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x571ef080fe5ac4468434948334e8f7ba,86 021 62778428,chloe@heershi.com,www.heershi.com,,,,,,,,+86 15155698903,
233,"SHENYANG RMS MEDICAL TECH CO., LTD",China - Shenyang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7b51542a46a42349a1b1755aaae242c3,86-24-31682686,eddie@rms-care.com,www.rms-care.com,,www.facebook.com/profile.php?id=100015405612782,,,,https://www.linkedin.com/in/eddie-wang-551637b8/,,0086-18240040281,
234,"SHINVA MEDICAL INSTRUMENT CO., LTD.",China - Zibo,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x647e86884a090a429efaf58913a9dca3,+86-533-3587720,sales@shinva.com,www.shinva.com,,,,,,,,+86-15662795127,
235,"SHUNMEI MEDICAL CO., LTD",China - Shenzhen,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7975d188a79fef4792fdf7105ef557fd,"+86 183 4436 9007, +98 912 3122091","nora@shunmed.com, Sonia@shunmed.com",www.shunmed.com,,,,,,,,"+86 183 4436 9007, +98 912 3122091",
236,"SHVABE, JSC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x1867a95a6ef5f5468626cf0a1809d6c3,+7-499-951-48-37,info@shvabe-media.ru,www.shvabe.com,,,,,,,,,
237,SIMURG,Belarus - Vitebsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7de0bf32b3a46c41878c7cabcf5eddc3,+375 21 262 32 33,p_market@simurg.by,www.simurg-mp.com,https://www.instagram.com/simurg.medicine,,https://www.youtube.com/channel/UCzETGHh_fK7ZSHNSsfNTuBw,,VK: https://vk.com/simurg_mp,,,,
238,"SIVITAL KAZAKHSTAN, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xae03ef193c37084e81f4b2b28adc0dd3,+7 727 390 46 53,info@sivital.kz,www.sivital.kz,,,,,,,,+7 708 255 56 90,
239,"SMARTLIFE, LLC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x512f394656d2254b880220efae5cc104,+7 (495) 374-59-58,belyaeva@smartlife.bio,www.smartlife.bio,,,https://www.youtube.com/channel/UCm2VbUPuY5qgYqlZvAKFysg,https://t.me/smartlifebio,VK: https://vk.com/smartlifebio,,,+7 977 756-50-67,
240,"SMARTLIFECARE, LLC",Russia - Innopolis,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4439677591cd6241a015056d04cf5d56,+7 (843) 227-42-04,mail@evotech-mg.com,www.smartlifecare.ru,,,,,,,,,
241,"SMOLENSK SDEO PCS, JSC",Russia - Smolensk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc1c4fbaababacd4b9f1e8eb740ad163b,+7 920 3006588,sale@sktb-spu.ru,www.sktb-spu.ru,,,,,VK: https://vk.com/club154140788,,,,
242,SOFICOPHARM,Egypt - Cairo Nasr City,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9707c16cfd338f439951e7e4d7c5de91,00201024008821,may.mokachar@soficopharm.net,www.soficopharm.com,,,,,,,,00201024008821,00201024008821
243,SONOSCAPE,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x0d327cc46b784449a4e9b924a0d4b0c0,+77017690975,sonotrade@mail.ru,www.sonoscape.kz,https://instagram.com/sonoscape.kz?igshid=YmMyMTA2M2Y=,https://www.facebook.com/sonoscape.kz?mibextid=LQQJ4d,,,,,,+77018490103,
244,"STYLISH DOCTOR, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa7fe32d3e9a2dd48aa0cd0b23faaa6ec,+77756088360,happydoctor.kz@gmail.com,,doctor__kz,,,,,,,+77756088360,
245,"TA INTERNATIONAL, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe42902adf3d07047a6417942681417b4,"+77774091561, +77079031654, +77762848348",sales@tainternational.kz,www.tainternational.kz,@ta_intl,,,+77774091561,,,,+77774091561,
246,"TAHATAKSI, ALC",Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x443c5f5f3b6f8d48ab23bf110fbdf318,+375173755846,info@tahat.by,www.tahat.by,https://www.instagram.com/tahat.by/,https://www.facebook.com/tahatby/,https://www.youtube.com/channel/UCXGdhqKna1MO9dqFErwFx8w,,,https://www.linkedin.com/company/alc-tahataksi/,,,
247,"TCMT SP, LLC",Uzbekistan - Tashkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xec6c78e601187b4a8dc55435d72247c2,+998 (99) 132-30-30,info@tcmt.uz,www.tcmt.uz,,,,,,,,,
248,"TECHNOFILTER NPP, LLC",Russia - Владимир,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfd0b3b04d3b3404b8cc8fa51c4e19b86,+7 492 2474741,sales@technofilter.com,www.technofilter.ru,,,,,,,,,
249,"TECHNOLOGY-STANDART, LTD",Russia - Barnaul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8ce8f6cb69677d41afb954e27e023843,"+7 (3852) 229-939, 229-938, 229-937",mail@tehnologia-standart.ru,www.tehnologia-standart.ru,,,,,,,,,
250,"TENGRI, LLC",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x68c097abaeb7cd4bae70e4fec0f8f48d,+77019114077,info@tengri-llc.com,www.tengri-llc.com,tengri.llc,tengri.llc,,tengri.llc,,,,+77019110047,
251,"TENIKS-SK, LLP",Kazakhstan - Petropavl,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x551bd0eb63805c4d85c6c2bf88ab7130,"+7 (7152) 42-54-97, 42-55-15, 42-55-21","teniks-sko@mail.ru, teniksnata@mail.ru, teniks-anton@mail.ru",www.teniks-sk.kz,teniks_sk,,,,,,,,
252,"TERRITORY OF HEALTH, REHABILITATION CENTER",Russia - Barnaul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2c64de8fd4ef64458878f44e43760e2c,+7 (3852) 506-517,mcr-alt@mail.ru,www.mcr-alt.ru,,,https://www.youtube.com/channel/UCu5XJ2tOWnlRi0n1Qars9vg,https://t.me/territoriazdrav,VK: https://vk.com/mcr_alt22,,,,
253,"TEVO CONSULTING, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5e48009e4ece684ea7a33147f2748dcd,+7 (727) 296-07-88,s@tevo.com.kz,www.biod.kz,https://www.instagram.com/biodpro/,https://www.facebook.com/BiodPro/,https://www.youtube.com/channel/UCQm5B1KTcwEMpKt2uUVX8BA,+77018723815,,https://www.linkedin.com/company/42113359/admin/,,+77018723815,
254,"TEZ PHARM, LLC",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x200d2fbcb9d76745b8b4430d48d9345c,+7 7070201020,sale@tez-pharm.kz,www.tez-pharm.kz,@tez.pharm,,tez pharm,,,,,,
255,THIRD OPINION AI,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf0a6dd33ee9c204ba0ce291c1815e6da,+ 7 (499) 460-63-65,ask@3opinion.ai,www.thirdopinion.ai,,,https://www.youtube.com/channel/UCWZKwWE_dGsHVd6MXF7c-7A,https://t.me/thirdopinionai,,,,,
256,TNC SILMA,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf0984605d0ca8d4e87489dd998d72737,+7 (495) 223-91-00,info@enterosgel.ru,wwwenterosgel.ru,,,https://www.youtube.com/c/enterosgelrussia,,VK: https://vk.com/enterosgelrussia,,,,
257,TOFFLON,China - Shanghai,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7744bc523a2a35488a7527aebad7a227,+86 21 64906201,zoe.song@tofflon.com,www.tofflon.com,,,https://www.youtube.com/channel/UCN7xVbgTYJFVTtRTFrAyvzw,,,https://www.linkedin.com/company/tofflon-group/,,,
258,TREATMENT IN VOLGOGRAD,Russia - Volgograd,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x87180f8294584f44bb8c3d6cb1872a4e,(8442) 50-03-33,parchomenko15@list.ru,,,,,https://t.me/volgamedtravel,VK: https://vk.com/volgamedtravel,,,,
259,TUOREN MEDICAL,China - Xinxiang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbab505e65919f94689f21f8006674f65,+86-373-8605444,iverson@bjtuoren.com,www.tuoren.com/en,Tuoren Medical,Tuoren Medical,https://youtube.com/@tuorenmedical7425,,,Tuoren Medical,Tuoren Medical,+86 18237312673,
260,"TURAN, LLC",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc4853c03d8301348878d60be4236e5f0,"+7 727 2666076, +7 707 2566007",aiman@turangroup.kz,www.turangroup.kz,@tura_almaty,,,,,,,+7 747 8103038,
261,"UMAI MED, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8eaaa93d96eabd45b114556be8696fc5,8 777 747 77 10,Kenishev@umaimed.com,,umaimed.com,-,-,-,VK: -,-,-,8 700 495 4957: 8 700 495 495 8:,-
262,"UMECO, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x39fde4b4d60b204ca6beec833eb3db83,+7 701 322 5216,info@umeco.kz,www.umeco.kz,,,,,,,,+7 701 322 5216,
263,"UMIT, INTERNATIONAL ONCOLOGICAL TOMOTHERAPY CENTER",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa7c13f288e5aec43b917664b6505c8c6,"+7 7172 95-44-84,+7 777 201 44 44",office@tomo.kz,www.tomo.kz,tomocenter.kz,Центр томотерапии Umit,@tomocenterymit,+77772014444,,,,+77772014444,
264,"UNI LAND, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5d7761a05c1ae74991f8c87a0fe919e8,+7 (727) 327-88-70,info@uniland.kz,www.uniland.kz,https://www.instagram.com/uniland.kz/,,https://www.youtube.com/channel/UCa8lJm5N6-aWIbGkrcmq72Q,,,,,87717888870,87717888870
265,UNIM,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbfef305622e11f428c7205a3d0b2bc8f,+7 (495) 374-92-07,info@unim.su,www.unim.su,http://instagram.com/unim_lab,,https://www.youtube.com/@labunim,https://t.me/UNIM_rus,VK: https://vk.com/medical.unim,,,,
266,"UNIX MED, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd8bc0dee1faa6b4ab897fa838dfe5749,+7 (727) 397 44 54,info@unixmed.org,www.unixmed.kz,https://www.instagram.com/unixmed.kz/,,https://www.youtube.com/channel/UCFb09LH74S-vqHZe_STRNAw,,,,,87717888870,87717888870
267,"VECTOR-BIALGAM, JSC","Russia - Science town Koltsovo, Novosibirsk region",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5532aed9111e3b45aafa38e800268b6a,"89138939890, 89139533385",bimarket@bialgam.ru,www.bialgam.ru,vector_bialgam,https://www.facebook.com/vbialgam/,https://www.youtube.com/channel/UCOASLs1UWfz7q2L2v60ohBA,https://t.me/vectorbialgam,VK: https://vk.com/vector_bialgam,,,89139533385,
268,"VECTOR-MEDICAL SYSTEM, LTD",Russia - Yekaterinburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x1ded1ae2b737ef45a65981943acc07d7,+7 343 3744308,dir@vectorms.ru,www.vector-ms.com,https://instagram.com/vector_medical_systems?igshid=YmMyMTA2M2Y=,,,,,,,+79122459710,
269,"VITAL DEVELOPMENT CORPORATION, JSC",Russia - Saint Petersburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb2e3fe36d9ca9d42a0b4f13d93476ce8,+7 (812) 250 55 10,cis-sales@vital-spb.ru,www.vital-spb.ru,,,,,,,,,
270,"WEGO MEDICAL KZ, LTD",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2f17b2c3dd8e074f87bf0811d20ec3e1,+77006058000,wegokz@mail.ru,www.wegomed.kz,,,https://www.youtube.com/@wegomed,,,,,+77006058000,
271,WINBACK,South Korea - Wonju,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xba07cd23d4b49e45b7221ec83efca998,+82 1066668389,derek@winback.com,www.winback.com/en/,https://www.instagram.com/winback_go_east/,https://www.facebook.com/winbackgoeast,https://www.youtube.com/channel/UCMrrqmT-G9VBt9ZZM75izHA,-,VK: -,https://www.linkedin.com/search/results/all/?fetchDeterministicClustersOnly=false&heroEntityKey=urn%3Ali%3Aorganization%3A18363965&keywords=winback%20group&origin=RICH_QUERY_SUGGESTION&position=0&searchId=e0cc705e-16ad-457d-b7e2-291a5aca58c2&sid=II%2C,-,-,-
272,"XIANGYU MEDICAL CO., LTD",China - Anyang City,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x509f0bcff923b44c8cc2197e147238e7,86+18839765976,webb@xiangyumed.cn,www.xiangyumedical.com,,https://www.facebook.com/people/Xiangyu-Medical/100081747956429/,https://www.youtube.com/channel/UCOg7XKinrIw9qiPKBFDEVTQ,,,,,+86 18839765976,
